Post_url,Image_BaseName,description,commentCount,likeCount,type,pubDate,year,month,Google_Vision_label,text_category,visual_cluster,BERTopic_cluster_id
,79734556_444061726469598_8303543870592533688_n.jpg,,265367,773529,Video,2020-01-04T19:46:44.000Z,2020,1,Microphone; Coat; Tie; Dress shirt; Gesture; Suit; Spokesperson; Collar; Blazer; Official,#N/A,#N/A,#N/A
,119996747_119621486357690_195340138305796802_n.jpg,"#Repost @teamtrump
・・・
Today is National Voter Registration Day! 

Make sure you are registered to vote in your state to secure President @realDonaldTrump FOUR MORE YEARS!

LINK IN BIO @TeamTrump.",4605,260863,Photo,2020-09-22T19:03:39.000Z,2020,9,Cloud; Sky; World; Coat; Gesture; Font; Suit; Travel; Real estate; Cumulus,election,outdoors,84
https://www.instagram.com/p/Bhk0OpnASVf/,30086968_1684948268248406_5536960160263569408_n.jpg,HAPPY 70th BIRTHDAY to our great United States Air Force Reserve!,8628,171062,Photo,2018-04-15T03:01:18.000Z,2018,4,Font; Poster; Advertising; Book cover; Graphics; Movie; Symbol; Logo; Event; Graphic design,greetings_condolences,posters and screenshots,99
https://www.instagram.com/p/BavGlxvAz45/,22794346_182276609016021_4929248573079420928_n.jpg,"Great photo - so proud of you and @laraleatrump!
#Repost @erictrump
・・・
#Saturday #Swoosh 🇺🇸🇺🇸🇺🇸",5965,144344,Photo,2017-10-27T03:14:23.000Z,2017,10,Cheek; Skin; Hand; Smile; Facial expression; Mouth; Muscle; Comfort; Organ; Textile,greetings_condolences,unofficial setting,102
https://www.instagram.com/p/BWflUGSAeF0/,19984415_573393026383799_4737254206279254016_n.jpg,"#Repost @flotus
・・・
Thank you @hospital_necker for allowing me to visit your wonderful patients & inspirational staff. Continued prayers for good health for all. #Paris #France",2348,118814,Photo,2017-07-13T16:29:26.000Z,2017,7,Joint; Arm; Shoulder; Sleeve; Standing; Gesture; Fashion design; Health care; Curtain; Happy,military,unofficial setting,26
,25037106_555304178141193_5549420234051420160_n.jpg,"#TeamTrumpBTS
Department of Agriculture Secretary Sonny Perdue introduces President Trump at the 99th American Farm Bureau Federation’s Annual Convention in #Nashville, #Tennessee! #AFBF18",637,44000,Video,2018-01-09T00:24:23.000Z,2018,1,Blue; Building; Entertainment; Sky; Electric blue; Event; Ceiling; Curtain; City; Chair,#N/A,#N/A,#N/A
,131940052_243249647229042_2415521992219511203_n.jpg,,7497,530229,Photo,2020-12-21T04:41:50.000Z,2020,12,Outerwear; Font; Fan; Suit; Military camouflage; Military person; Event; Military uniform; Marines; Crowd,#N/A,military,#N/A
,32010223_173062216695139_6781728402329042944_n.jpg,"#Repost @ushousephoto
・・・
President Trump and Vice President Pence delivered remarks at the 37th Annual National Peace Officers’ Memorial Service held on the West Front Lawn of the U.S. Capitol on Tuesday, May 15, 2018. -
-
- 
Photograph by House Photographer Eric Connolly. #ushousephoto #policeweek #nationalpeaceofficersmemorialday #policeweek2018 #thinblueline #thankyouforyourservice #honorthefallen #thanktheliving #uscapitol #washingtondc #visitdc #presidenttrump #donaldtrump #vicepresidentpence #mikepence #nikonphotography #nikond4 #nikond5",3258,98872,Photo,2018-05-16T20:04:43.000Z,2018,5,Sky; Military uniform; Military person; Plant; Tree; Security; Gesture; Army; Marines; Non-commissioned officer,greetings_condolences,military,2
,12534514_447552648784104_2070496673_n.jpg,#Trump2016 arrives in #NewHampshire! #TrumpTrain,1850,29300,Photo,2016-01-16T16:49:47.000Z,2016,1,Tire; Wheel; Automotive tire; Vehicle; Sky; Snow; Motor vehicle; Car; Automotive design; Ice cap,election,vehicles,9
https://www.instagram.com/p/BQ8_G1DgtoZ/,16789889_1297307783685126_1093832027448279040_n.jpg,"Congratulations to Thomas Perez, who has just been named Chairman of the DNC. I could not be happier for him, or for the Republican Party!",5863,110167,Photo,2017-02-25T23:24:25.000Z,2017,2,Font; Screenshot; Rectangle; Number; Paper product,president_life,posters and screenshots,115
https://www.instagram.com/p/BkfwvJYgseb/,35295289_606461559734150_640802690997157888_n.jpg,SUPREME COURT UPHOLDS TRUMP TRAVEL BAN. Wow!,7236,268197,Photo,2018-06-26T17:28:45.000Z,2018,6,Outerwear; Tie; Coat; Gesture; Microphone; Font; Spokesperson; Poster; Suit; Blazer,border,official setting,104
,10946316_1033926119954611_119031740_n.jpg,#TrumpVlog Obama- stop chewing gum!,4972,10823,Video,2015-01-28T19:37:25.000Z,2015,1,Forehead; Picture frame; Property; Tie; Gesture; Dress shirt; Blazer; Collar; Official; Event,#N/A,#N/A,#N/A
,44414198_338869086902449_2571558182427617304_n.jpg,#MerryChristmas,3216,141069,Video,2018-11-29T01:07:28.000Z,2018,11,Podium; Microphone; Lectern; Coat; Public address system; Event; Stage equipment; Speech; Speaker; Clergy,#N/A,#N/A,#N/A
,67897825_257871811840107_6440019725040840173_n.jpg,"While #Dorian threatens the Southeast US, getting updated information on the storm and its impacts is crucial for those who may be in the storm’s path. noaa.gov/dorian contains the info, contacts, and updates to keep you ahead of the storm.",2058,128770,Photo,2019-09-02T18:39:45.000Z,2019,9,Tropical cyclone; Water; Cloud; Cyclone; Liquid; Body of water; Whirlpool; Sky; Astronomical object; Wind wave,nature,outdoors,1
https://www.instagram.com/p/B0ytjBuBuCQ/,66844315_704767613302306_3891038706986578617_n.jpg,"We must honor the sacred memory of those we have lost by acting as ONE PEOPLE. Open wounds cannot heal if we are divided. We must seek real, bipartisan solutions that will truly make America safer and better for all.",4890,177751,Photo,2019-08-05T18:28:46.000Z,2019,8,Flag; Picture frame; Tie; Flag of the united states; Font; Suit; People; Blazer; Spokesperson; Event,american_nation,official setting,121
,71222505_1005824196418478_3548778077319197220_n.jpg,,9286,220019,Video,2019-10-02T23:59:23.000Z,2019,10,Outerwear; Shirt; Hat; World; Gesture; Fan; T-shirt; Flag; Flag of the united states; Red,#N/A,#N/A,#N/A
https://www.instagram.com/p/BT4Tu8gg--D/,18382221_1080944615340584_2607010230587883520_n.jpg,"It was an honor to welcome the Teachers of the Year to the WH last month. Today, we honor and thank all teachers! #NationalTeachersDay",2612,83695,Photo,2017-05-09T17:22:38.000Z,2017,5,Property; Coat; Interior design; Curtain; Social group; Community; Suit; People; Chair; Government,education,summits and negotiations,106
https://www.instagram.com/p/BMXqXADjKjM/,14693821_1820836334799249_2691763713593049088_n.jpg,"Just informed by the Sheriff - the official number in Selma, North Carolina tonight was 17,500. Thank you!

This is an unbelievable MOVEMENT- I am so grateful & thankful for all of your support. 
TOGETHER, LETS MAKE AMERICA SAFE AND GREAT AGAIN!",5837,86504,Photo,2016-11-04T01:25:39.000Z,2016,11,Concert; Entertainment; Electricity; Font; Performing arts; Technology; Event; Stage; Display device; Magenta,election,rallies and public events,68
https://www.instagram.com/p/BPeK9YpjpQ5/,15876944_1633059773664308_2547139537532878848_n.jpg,A beautiful evening at Union Station with my family. Thank you!,3286,154494,Photo,2017-01-20T03:40:08.000Z,2017,1,Light; Lighting; Plant; Building; Interior design; Entertainment; Crowd; City; Function hall; Stage,president_life,rallies and public events,82
https://www.instagram.com/p/BLEYd0nDo8R/,14482719_580676198799862_8796248813556727808_n.jpg,"Clinton and her cronies will say anything, do anything, lie about anything to enrich themselves and to keep their grip on power. I will bring prosperity to ALL American people!",2832,68581,Photo,2016-10-02T17:12:20.000Z,2016,10,Microphone; Gesture; Public address system; Font; Tie; Suit; Music artist; Blazer; Music; Event,american_nation,official setting,59
,41486138_1138713059603316_8646749008578321273_n.jpg,"THANK YOU @USARMY! 
#Repost @usarmy
・・・
A #USArmy #Soldier with @scarmynationalguard stops to help out a Soldier’s best friend in response to #HurricaneFlorence. 
U.S. Army #video by, @nationalguard 
#ArmyHurricaneResponse #HUREVAC #ArmyHurricaneFlorence #NaturalDisaster #EmergencyResponse #Hurricane #ArmyResponse #mansbestfriend",5258,216903,Video,2018-09-17T19:13:41.000Z,2018,9,Window; Personal protective equipment; Carmine; Windshield; Cap; Sunglasses; Military camouflage; Backpack; Room,#N/A,#N/A,#N/A
https://www.instagram.com/p/BWdup47ATUu/,19955540_1162404147198829_5819572882400870400_n.jpg,"‪JOBS, JOBS, JOBS! 
#MAGA #USA 🇺🇸",2319,77377,Photo,2017-07-12T23:12:34.000Z,2017,7,Product; Organism; Font; Electric blue; Brand; Logo; Screenshot; Graphics; Event; Parallel,economy,posters and screenshots,88
,20968923_112963596044485_1143271524841553920_n.jpg,"Was with great people last night in Fort Myer, Virginia. The future of our country is strong!",686,67077,Photo,2017-08-22T14:56:54.000Z,2017,8,Camouflage; Military camouflage; Marines; Military person; Military uniform; Community; Crowd; Flag of the united states; Flag; Non-commissioned officer,military,military,26
,21224762_725283410991177_3663672180832468992_n.jpg,#TexasStrong #USA,1264,150954,Photo,2017-08-29T19:47:14.000Z,2017,8,Footwear; Cloud; Sky; Smile; Product; Motor vehicle; Natural environment; Flag of the united states; Flag; Community,election,outdoors,64
https://www.instagram.com/p/BMhfjyvDRj1/,14714493_1637965516497028_7069726193116774400_n.jpg,"I love you North#Carolina! Thank you for your amazing support! Get out and VOTE.GOP tomorrow!
#VOTE #TrumpPence16 #USA
Watch: https://www.facebook.com/DonaldTrump/videos/10158078712110725/",4474,97301,Photo,2016-11-07T21:03:41.000Z,2016,11,Product; Human; Fan; Community; T-shirt; Crowd; Font; Red; Event; Poster,election,rallies and public events,38
https://www.instagram.com/p/BbzRZa_Ap6e/,23825278_1747535712209311_6090573842625855488_n.jpg,"#Thanksgiving fun facts, brought to you by the #American #Farmer!",1793,96317,Photo,2017-11-22T14:37:10.000Z,2017,11,Food; Ingredient; Recipe; Cuisine; Dish; Tableware; Food group; Junk food; Staple food; Font,economy,summits and negotiations,93
https://www.instagram.com/p/Bk6cg0zAqFg/,36161329_261839367924855_2799070391992057856_n.jpg,"Just won lawsuit filed by the DNC and a bunch of Democrat crazies trying to claim the Trump Campaign (and others), colluded with Russia. They haven’t figured out that this was an excuse for them losing the election!",5010,188392,Photo,2018-07-07T02:11:32.000Z,2018,7,Suit trousers; Sleeve; Door; Tie; Suit; Collar; Blazer; Font; Event; Building,american_nation,official setting,59
https://www.instagram.com/p/BSMP7viAZIf/,17662008_1870875636462287_2721577576970584064_n.jpg,With the fraternal order of police in the Oval Office - after a great listening session in the Roosevelt Room at the White House.,1420,95739,Photo,2017-03-28T18:11:27.000Z,2017,3,Outerwear; Furniture; Window; Coat; Chair; Curtain; Tie; Table; Flag; Suit,president_life,summits and negotiations,114
https://www.instagram.com/p/BSeix-oAGWh/,17663359_339264383142371_3297491721671147520_n.jpg,BUY AMERICAN & HIRE AMERICAN! #USA 🇺🇸,2904,57610,Photo,2017-04-04T20:42:29.000Z,2017,4,Property; World; Product; Organism; Social group; Font; Community; Adaptation; News; Suit,economy,posters and screenshots,88
https://www.instagram.com/p/BXEhtscAfP8/,20394465_1901560046836019_1860920904570109952_n.jpg,The Medal of Valor is reserved for those who go above and beyond the call of duty....,743,75891,Photo,2017-07-28T00:49:52.000Z,2017,7,Coat; Flag; Human; Suit; Tie; Curtain; Font; Government agency; Formal wear; Event,military,official setting,15
https://www.instagram.com/p/BddEyiGg0el/,26070886_516121435427947_3121817947127939072_n.jpg,Thank you to Brandon Judd of the National Border Patrol Council for your kind words on how well we are doing at the Border. We will be bringing in more & more of your great folks and will build the desperately needed WALL! @foxandfriends,920,46246,Photo,2018-01-02T16:46:30.000Z,2018,1,Font; Darkness; Slope; Event; Brand; Photo caption,border,posters and screenshots,22
https://www.instagram.com/p/Bfe_w6gglsg/,28152916_589599671386584_3143209362458148864_n.jpg,"President Donald J. Trump, joined by Vice President Mike Pence, participates in a listening session with high school students and teachers to discuss gun violence in schools.",754,55180,Photo,2018-02-22T03:43:52.000Z,2018,2,Chair; Lighting; Interior design; Hall; Crowd; Suit; Function hall; Event; Decoration; Conference hall,president_life,rallies and public events,16
https://www.instagram.com/p/CIliAcMM6mp/,130566952_1233242290391003_1196512327252459727_n.jpg,"No candidate has ever won both Florida and Ohio and lost. I won them both, by a lot! #SupremeCourt",13521,581615,Photo,2020-12-09T18:05:41.000Z,2020,12,Product; Fan; Red; Crowd; Entertainment; Event; Stadium; Sport venue; Flag; Public event,election,rallies and public events,3
https://www.instagram.com/p/BReySgOgKYM/,17127213_123731011488762_3133724193472905216_n.jpg,#USA 🇺🇸,3297,104821,Photo,2017-03-11T02:26:36.000Z,2017,3,Clothing; Outerwear; Property; Coat; Gesture; Suit; Chair; Font; Music; Musical instrument accessory,american_nation,summits and negotiations,17
https://www.instagram.com/p/BVsrbZFAkqq/,19436318_1537222419645179_6914778341606162432_n.jpg,"Today, it was a tremendous honor for me to sign the #VAaccountability Act into law, delivering my campaign promise to our #AmericanHeroes! #Veterans #USA #AmericaFirst 🇺🇸",865,94128,Photo,2017-06-23T22:01:35.000Z,2017,6,Glasses; Tie; Table; Coat; Chair; Smile; Suit; Community; People; Blazer,military,unofficial setting,86
,18512809_424030937961217_7263548240300081152_n.jpg,"Weekly Address: ➡️45.wh.gov/3Kq9Fe
#USA 🇺🇸",1640,71490,Photo,2017-05-19T22:29:58.000Z,2017,5,Face; Outerwear; Coat; Microphone; Tie; Table; Military person; Suit; Security; Military uniform,president_life,military,37
,26867303_162766951111825_511450134446342144_n.jpg,"During my State of the Union, I called on Congress to close the immigration loopholes that have allowed this deadly gang to break into our country. It is time to MAKE AMERICA SAFE AGAIN!! #USA",1705,49071,Video,2018-02-06T19:44:51.000Z,2018,2,Table; Tableware; Tie; Suit; Microphone; Spokesperson; Blazer; White-collar worker; Event; Official,#N/A,#N/A,#N/A
,121598893_973189220181132_7390786522684526977_n.jpg,"#Repost @ivankatrump 
・・・
In response to the virus, @POTUS launched the Paycheck Protection Program providing $9.9 Billion worth of loans to +89,000 Wisconsin businesses, keeping these small businesses afloat and saving 1 Million Wisconsin jobs, including those of the amazing workers I met at TEAM Industries today. 🇺🇸",1971,322231,Photo,2020-10-14T00:01:20.000Z,2020,10,Outerwear; Automotive design; Motor vehicle; Workwear; Tire; Building; Wheel; Luggage and bags; Automotive tire; Engineering,#N/A,vehicles,#N/A
https://www.instagram.com/p/Be3JyTUAysv/,26869333_2092613037626244_8695998994058313728_n.jpg,"#Repost @flotus
・・・
Yesterday’s visit to @CincyChildrens was very informative. Learned their latest studies on babies exposed to opioids during pregnancy & the development of NAS. Enjoyed my time with children who are patients there!",2057,119039,Photo,2018-02-06T16:21:49.000Z,2018,2,Smile; Face; Hairstyle; Photograph; Facial expression; Organ; Human; Happy; Iris; Gesture,healthcare,unofficial setting,52
https://www.instagram.com/p/Bpatah5gJg8/,44366451_2179885188896164_4091440483562527464_n.jpg,"‪Fantastic evening in Charlotte, North Carolina with great PATRIOTS. Get out and VOTE for Ted Budd and Mark Harris! Vote.GOP #MAGARally replay: https://www.facebook.com/DonaldTrump/videos/1841987799204126/‬",2034,97683,Photo,2018-10-27T01:00:30.000Z,2018,10,Shirt; Shorts; Product; Fan; Pink; Community; Crowd; Hat; T-shirt; Eyewear,#N/A,rallies and public events,#N/A
https://www.instagram.com/p/BemvmemAAPD/,26863199_184686062132363_8808681592827412480_n.jpg,"In America, we know that faith and family, not government and bureaucracy, are the center of American life. Our motto is: in God we trust! #SOTU&nbsp;#USA",1778,101833,Photo,2018-01-31T07:25:09.000Z,2018,1,Coat; Music; Entertainment; Suit; Chair; Crowd; Musical instrument accessory; Public speaking; Event; Official,american_nation,rallies and public events,75
,33316493_177408093093220_7980991238260129792_n.jpg,"#Repost @usnavy
・・・
#HonorTheFallen.
On this #MemorialDay and every day, we remember our fallen shipmates and #HonorThem with our service.
#InstaNavy #Military @arlingtonnatl @DeptOfDefense",987,134098,Photo,2018-05-28T18:01:34.000Z,2018,5,Plant; Daytime; Cemetery; Tree; Nature; Grass; Headstone; Biome; Grave; Line,military,outdoors,36
https://www.instagram.com/p/BcICJz3gMzh/,24175654_497529407294911_5556103460862033920_n.jpg,"The Dow just broke 24,000 for the first time (another all-time Record). If the Dems had won the Presidential Election, the Market would be down 50% from these levels and Consumer Confidence, which is also at an all-time high, would be “low and glum!”",3623,128703,Photo,2017-11-30T16:08:01.000Z,2017,11,Hair; Face; Organ; Coat; Smile; Gesture; Music; Community; Font; Event,economy,unofficial setting,24
,15538498_379615849058328_3928500963815456768_n.jpg,"3 DAYS!
#Repost @stevescalise
・・・
We've been counting down the days and watching the progress! Just 3 days to go!",4724,124685,Video,2017-01-17T23:59:08.000Z,2017,1,Sky; Building; Tower; Urban design; Landmark; Symmetry; City; Column; Monument; Landscape,#N/A,#N/A,#N/A
https://www.instagram.com/p/BTpTOYsgGWS/,18161662_170571556801362_3677482338935111680_n.jpg,"Every child has the right to fulfill their potential - and if we do our jobs, we will never have to tell young, striving Americans to defer their dreams for another day or for another decade.",2211,90756,Photo,2017-05-03T21:29:35.000Z,2017,5,Clothing; Hair; Smile; Shirt; Facial expression; Product; Organ; Human; Tie; Flag,american_nation,unofficial setting,59
https://www.instagram.com/p/BeJSycIA5FM/,26872405_135611513907721_7475253985843085312_n.jpg,Just signed 702 Bill to reauthorize foreign intelligence collection. This is NOT the same FISA law that was so wrongly abused during the election. I will always do the right thing for our country and put the safety of the American people first!,2846,101196,Photo,2018-01-19T20:55:24.000Z,2018,1,Font; Screenshot; Terrestrial plant; Number; Document,law,posters and screenshots,32
https://www.instagram.com/p/BALxtLzmhTU/,917849_1522354161390437_770844077_n.jpg,#TrumpTrain #NewHampshire,606,17507,Photo,2016-01-06T04:22:14.000Z,2016,1,Product; Crowd; Community; Font; People; Fan; Event; Government; City; Audience,election,rallies and public events,9
,54213695_369405713664108_3162334653605452410_n.jpg,"#Repost @WhiteHouse
・・・
“The name of Staff Sergeant Travis Atkins will be etched alongside the names of America’s bravest warriors and written forever into America’s heart.""",1641,83434,Video,2019-03-28T00:03:36.000Z,2019,3,Microphone; Podium; Lectern; Tie; Gesture; Dress shirt; Collar; Spokesperson; Blazer; Public speaking,#N/A,#N/A,#N/A
,93645341_227449448604345_7212688303295520938_n.jpg,"#Repost @whitehouse
・・・
The Paycheck Protection Program funding is now fully drained. 
Congress must replenish it immediately.",1828,109442,Video,2020-04-19T02:29:43.000Z,2020,4,Coat; Tie; Gesture; Spokesperson; Suit; Microphone; Podium; Flag; Lectern; Blazer,#N/A,#N/A,#N/A
,20213946_136794683577264_4364047867816443904_n.jpg,"#America takes pride in you. We #love you. We are proud of you.
#USSGeraldRFord
#USNavy #USA",1198,104264,Photo,2017-07-22T20:32:12.000Z,2017,7,Sky; Cloud; Watercraft; Vehicle; Naval architecture; Gesture; Boat; Wheel; Hat; Government agency,military,vehicles,113
,22220864_180176075875173_2977961749874999296_n.jpg,I am so proud of our great Country. God bless America! #USA 🇺🇸,8473,140140,Photo,2017-10-03T14:43:30.000Z,2017,10,Vehicle; Tie; Aircraft; Smile; Military person; Military uniform; Airplane; Gesture; Security; Aerospace manufacturer,american_nation,vehicles,17
,83565606_630336304385558_7776914436100959338_n.jpg,"#Repost @whitehouse
・・・
#Repost @ivankatrump ・・・ Recap 🎥 on today’s historic White House Summit on combatting Human Trafficking",3771,136917,Video,2020-02-01T02:51:51.000Z,2020,2,Tie; Community; Microphone; Font; Audio equipment; Blazer; Suit; Event; Public speaking; Spokesperson,#N/A,#N/A,#N/A
https://www.instagram.com/p/Bmv61kbAjy4/,39742597_2081553378761366_1800190440666824704_n.jpg,"Our Economy is doing better than ever. Money is pouring into our cherished DOLLAR like rarely before, companies earnings are higher than ever, inflation is low & business optimism is higher than it has ever been. For the first time in many decades, we are protecting our workers!",1195,70422,Photo,2018-08-21T17:07:39.000Z,2018,8,Font; Hat; Crowd; T-shirt; Suit; Event; Team; Fan; Music; Entertainment,economy,rallies and public events,100
,16124178_768538556636693_4910586983127973888_n.jpg,"#Repost @danscavino
・・・
#POTUS @realDonaldTrump walking to Oval Office with @davidmuirabc @abcnews @abcworldnewstonight. Tune in tonight at 10pE for his first interview since becoming #POTUS. #USA #PresidentTrump #Trump45 #TrumpTrain",1343,106061,Photo,2017-01-25T18:53:31.000Z,2017,1,Sky; Window; Building; Plant; Tree; Facade; Shade; Urban design; City; Arch,president_life,outdoors,114
https://www.instagram.com/p/B6kAjiHBRfN/,78773748_266201831007039_6826682156803571204_n.jpg,"#Repost @erictrump
・・・
🇺🇸🇺🇸🇺🇸",9127,763923,Photo,2019-12-27T04:34:37.000Z,2019,12,Facial expression; White; Tree; Sleeve; Happy; Santa claus; Costume hat; Beard; Font; Hat,other,unofficial setting,10
https://www.instagram.com/p/BzJWviiBr-T/,62379664_139151217277288_1381592217654258299_n.jpg,"President Donald J. Trump signs an Executive Order on establishing a White House Council on Eliminating Regulatory Barriers to Affordable Housing Tuesday, June 25, 2019, in the Oval Office of the White House.",3399,194121,Photo,2019-06-25T20:29:14.000Z,2019,6,Clothing; Outerwear; Table; Coat; Tie; Organ; Human; Blue; Flag; Suit,#N/A,summits and negotiations,#N/A
,29739663_359354244575191_6837490336395165696_n.jpg,Thank you #Alabama #CrimsonTide! #USA,17717,223485,Video,2018-04-11T20:03:43.000Z,2018,4,Photograph; Facial expression; Product; Human; Sharing; News; Community; Crowd; Adaptation; Font,#N/A,#N/A,#N/A
https://www.instagram.com/p/BYG4UrwgtNu/,20968414_185939988613790_6185604323376889856_n.jpg,"We pray for our fallen heroes who died while serving our country in the #USNavy aboard the  #USSJohnSMcCain, and their families.",1622,124155,Photo,2017-08-22T19:17:18.000Z,2017,8,Font; Poster; Cone; Ingredient; Emblem; Symbol; Signage; Logo; Badge; Graphics,military,posters and screenshots,36
https://www.instagram.com/p/CIRBfCcBziO/,128469186_1302926540041458_600716968626272121_n.jpg,"#Repost @teamtrump
・・・
Help stop voter suppression, irregularities and fraud!

Tell us what you are seeing.

Report a case: djt45.co/stopfraud",5791,251976,Photo,2020-12-01T18:56:41.000Z,2020,12,Font; Brand; Electric blue; Graphics; Magenta; Logo; Graphic design; Advertising,election,posters and screenshots,11
https://www.instagram.com/p/BEhCx7ZmhRx/,12976294_466973710173130_961563568_n.jpg,"Proud of all my kids! Great job @donaldjtrumpjr @erictrump @tiffanytrump! 
#repost @donaldjtrumpjr 
A little behind the scenes from our interview with @seanhannity last night after @realdonaldtrump's big win in #nyprimary!!!
With @erictrump and Tiffany. #Trump2016 #makeamericagreatagain",2133,31121,Photo,2016-04-22T20:41:03.000Z,2016,4,Coat; Chair; Suit; Entertainment; Event; Fun; Tie; Formal wear; Music; Conversation,other,rallies and public events,91
https://www.instagram.com/p/BFkR63ymhZU/,13259595_1725456534388837_2120302438_n.jpg,"Thank you #America! 
#Trump2016 #TrumpTrain",6328,48735,Photo,2016-05-18T23:22:28.000Z,2016,5,Gesture; Tie; World; Motor vehicle; Spokesperson; Font; Public speaking; Suit; Technology; Event,election,official setting,6
https://www.instagram.com/p/BWP_dcNARqK/,19931559_724268221113195_4362095534597472256_n.jpg,#USA 🇺🇸,3062,155309,Photo,2017-07-07T15:10:03.000Z,2017,7,Flag of the united states; Flag; Flag Day (USA); Electric blue; Pattern; Rectangle; Event; Carmine; Star; Font,american_nation,posters and screenshots,17
,21041765_512302779103108_2905752363102896128_n.jpg,Loyalty to our #NATION demands loyalty to one another. Love for #America requires love for all of its people. #USA,2284,93483,Photo,2017-08-25T02:46:45.000Z,2017,8,World; Organism; Lighting; Font; Morning; Urban design; Adaptation; Crowd; Landmark; City,american_nation,outdoors,75
https://www.instagram.com/p/BbnBQV4gcSR/,23594262_929176993925824_3270999457151320064_n.jpg,"President Donald J. Trump meets and poses for photos with the Ohio State Men’s Volleyball #NCAA National Championship Team, Friday, Nov. 17, 2017, during the Collegiate National Champions Day at the White House in Washington, D.C. #USA 🇺🇸",681,78920,Photo,2017-11-17T20:25:14.000Z,2017,11,Smile; Coat; Tie; Gesture; Collar; Suit; Tree; Formal wear; Crew; Blazer,president_life,official setting,20
https://www.instagram.com/p/BPYfTyOjalQ/,15877303_691377981042381_4703750051166420992_n.jpg,Stand with Team Trump and add your name to join the movement that is making America great again! Cut & paste into browser: gop.cm/g7NUvu,4821,106734,Photo,2017-01-17T22:42:31.000Z,2017,1,Hair; Head; Chin; Photograph; Facial expression; Organ; Tie; Coat; Smile; Gesture,american_nation,unofficial setting,59
https://www.instagram.com/p/iZbAXyGhSW/,1172113_628593893875018_594513012_n.jpg,#TBT With Barbara Walters on my helicopter going somewhere.,107,2567,Photo,2013-12-26T19:51:25.000Z,2013,12,Chair; Dress shirt; Tie; Blazer; Suit; White-collar worker; Formal wear; Fun; Snapshot; Event,other,official setting,57
,119860422_1268089790208794_832860924268234611_n.jpg,"#Repost @teamtrump
・・・
She voted for Hillary. But she absolutely isn’t voting for Biden!",3738,202892,Video,2020-09-20T21:42:24.000Z,2020,9,Face; Lip; Hairstyle; Facial expression; People in nature; Neck; Sleeve; Happy; Grass; Fun,#N/A,#N/A,#N/A
,29094302_985148124971214_7661596545048903680_n.jpg,"@WhiteHouse #FlashbackFriday #2017 #USA 🇺🇸🇺🇸🇺🇸🇺🇸
#TeamTrumpBTS",1199,56401,Video,2018-03-23T13:31:30.000Z,2018,3,Plant; Sky; Cloud; Tree; Building; Flag; Grass; Facade; City; Lawn,#N/A,#N/A,#N/A
https://www.instagram.com/p/BuMu1UgF16I/,51669855_2336465183239355_2410752131084056625_n.jpg,"I have instructed Secretary of State Mike Pompeo, and he fully agrees, not to allow Hoda Muthana back into the Country!",9299,253978,Photo,2019-02-22T21:20:30.000Z,2019,2,Microphone; Coat; Human; Suit; Font; News; Tie; Event; Blazer; Formal wear,border,official setting,104
,1169847_965112550238542_1417224661_n.jpg,"#Repost @donaldjtrumpjr ••••••••
Mardi Gras float in New Orleans. A good buddy in NOLA just sent this to me. Too funny. #Trump2016 #mardigras #nola ™@donaldjtrumpjr",4149,23973,Video,2016-02-06T23:19:55.000Z,2016,2,Motor vehicle; Event; Electronic device; Tire; Font; Audio equipment; Music venue; Machine; Metal; Crowd,#N/A,#N/A,#N/A
https://www.instagram.com/p/B6wdOuYBbKO/,77136427_844900152598317_4655020607969515381_n.jpg,#2019 🇺🇸🇺🇸🇺🇸🇺🇸,3182,163075,Photo,2020-01-01T00:36:04.000Z,2020,1,Property; Motor vehicle; Coat; Tie; News; Suit; Chair; Social group; Sharing; Flag,other,summits and negotiations,10
,14553354_180406545732617_5526218975337250816_n.jpg,"An honor to visit the Gerald Ford Museum in #GrandRapids, #Michigan.",2840,109619,Photo,2016-09-30T20:25:27.000Z,2016,9,Plant; Coat; Grass; Wall; Public space; Outdoor bench; Blazer; Grass family; Suit; Font,greetings_condolences,outdoors,119
,74611112_168183794272117_462188061662315746_n.jpg,"#Repost @whitehouse
・・・
President @realdonaldtrump and Republicans in Congress have confirmed more than 150 federal judges!",1806,101032,Video,2019-11-06T23:22:26.000Z,2019,11,Microphone; Podium; Public address system; Lectern; Coat; Gesture; Tie; Spokesperson; Audio equipment; Curtain,#N/A,#N/A,#N/A
https://www.instagram.com/p/BRC2uLPgcE_/,16906828_267208237041482_3924834698127212544_n.jpg,"#Repost @ivankatrump
・・・
#latergram from last week's meeting at The White House with the President and representatives from organizations that are working hard to combat human trafficking. @realdonaldtrump committed to bringing the ""full force and weight"" of the US government to bear as his administration addresses this epidemic both domestically and across the globe. #enditmovement",3595,117231,Photo,2017-02-28T06:06:35.000Z,2017,2,Smile; Outerwear; Photograph; Table; Coat; Window; Curtain; Tie; Chair; Desk,border,summits and negotiations,104
,17126995_664125733772712_2699192563906117632_n.jpg,‪Honored to meet this years Senate Youth delegates with Vice President Pence in the East Room of the @WhiteHouse. Congratulations! www.USSenateYouth.org‬,1510,84704,Video,2017-03-09T23:15:36.000Z,2017,3,Smile; Dress; Curtain; Suit; Formal wear; Chair; Tie; Event; Team; Youth,#N/A,#N/A,#N/A
